Year,Primary Job Title,Base Pay
2017,Associate Professor,80080.0
2018,Associate Professor,84767.0
2019,Associate Professor,87449.0
2020,Associate Professor,87449.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2017,Assistant Professor,45500.0
2018,Assistant Professor,63000.0
2019,Assistant Professor,82240.0
2020,Assistant Professor,78705.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Associate Professor,30000.0
2020,Associate Professor,30000.0
2015,Professor,99139.0
2016,Professor,103053.48
2017,Professor,79660.0
2018,Professor,108068.0
2019,Professor,110983.0
2020,Professor,110983.0
2019,Clinical Professor,89248.0
2020,Clinical Professor,89248.0
2015,Professor,97513.0
2016,Professor,100989.45
2017,Professor,100989.0
2018,Professor,106198.0
2019,Professor,84486.0
2020,Professor,81972.0
2017,Assistant Professor,92550.0
2018,Assistant Professor,95327.0
2019,Assistant Professor,99616.0
2020,Assistant Professor,152506.0
2015,Associate Professor,76100.0
2016,Associate Professor,79494.72
2017,Associate Professor,87445.0
2018,Associate Professor,92382.0
2019,Professor,105629.0
2020,Professor,105629.0
2019,Assistant Professor,35000.0
2020,Assistant Professor,35000.0
2015,Associate Professor,35000.0
2016,Associate Professor,35000.0
2017,Associate Professor,35000.0
2018,Associate Professor,35000.0
2019,Associate Professor,35000.0
2020,Associate Professor,35000.0
2020,Assistant Professor,35000.0
2015,Associate Professor,81348.0
2016,Associate Professor,84513.27
2017,Associate Professor,84513.0
2018,Associate Professor,89283.0
2019,Professor,101781.0
2020,Professor,101781.0
2015,Professor,83819.0
2016,Professor,67505.0
2017,Professor,87329.0
2018,Professor,92687.0
2019,Professor,95741.0
2020,Professor,95741.0
2015,Professor,158574.0
2016,Professor,158574.0
2017,Professor,158574.0
2018,Professor,158574.0
2019,Professor,158574.0
2020,Professor,150645.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2017,Assistant Professor,86000.0
2018,Assistant Professor,88302.0
2019,Assistant Professor,90977.0
2020,Assistant Professor,90977.0
2015,Professor,124175.0
2016,Professor,131626.0
2017,Professor,135000.0
2018,Professor,138000.0
2019,Professor,142140.0
2020,Professor,132949.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2015,Associate Professor,84000.0
2016,Associate Professor,87258.0
2017,Associate Professor,87258.0
2018,Associate Professor,92028.0
2019,Associate Professor,94707.0
2020,Professor,105125.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2016,Assistant Professor,62000.0
2017,Assistant Professor,32000.0
2018,Assistant Professor,65951.0
2019,Assistant Professor,68275.0
2020,Assistant Professor,68275.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2015,Associate Professor,30000.0
2016,Associate Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,24000.0
2019,Associate Professor,24000.0
2020,Associate Professor,18000.0
2015,Professor,126309.0
2016,Professor,139962.66
2017,Professor,136184.0
2018,Professor,145698.0
2019,Professor,164521.0
2020,Professor,176205.0
2015,Assistant Professor,18000.0
2016,Assistant Professor,24000.0
2017,Assistant Professor,24000.0
2018,Assistant Professor,24000.0
2019,Assistant Professor,24000.0
2020,Assistant Professor,24000.0
2015,Associate Professor,78434.0
2016,Associate Professor,62557.0
2017,Associate Professor,80928.0
2018,Associate Professor,85471.0
2019,Associate Professor,88306.0
2020,Associate Professor,88306.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,35242.0
2020,Assistant Professor,35242.0
2015,Assistant Professor,27000.0
2016,Assistant Professor,27000.0
2017,Assistant Professor,27000.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2015,Clinical Professor,86522.0
2016,Clinical Professor,90520.7
2017,Clinical Professor,90521.0
2018,Clinical Professor,95985.0
2019,Clinical Professor,99718.0
2020,Clinical Professor,99718.0
2019,Professor,127828.0
2020,Professor,123793.0
2018,Assistant Professor,45000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2016,Associate Professor,73051.33
2017,Associate Professor,73051.0
2018,Professor,90145.0
2019,Professor,93076.0
2020,Professor,93076.0
2015,Associate Professor,70536.0
2015,Professor,167070.0
2016,Professor,133854.56
2017,Professor,173163.0
2018,Professor,181418.0
2019,Professor,186068.0
2020,Professor,186068.0
2015,Associate Professor,35000.0
2016,Associate Professor,35000.0
2017,Associate Professor,35000.0
2018,Associate Professor,35000.0
2019,Associate Professor,35000.0
2020,Associate Professor,134429.0
2015,Associate Professor,66145.0
2016,Associate Professor,87059.69
2017,Professor,95766.0
2018,Professor,101877.0
2019,Professor,105050.0
2020,Professor,105050.0
2015,Assistant Professor,58245.0
2016,Assistant Professor,61152.0
2017,Assistant Professor,64203.0
2018,Assistant Professor,67407.0
2019,Assistant Professor,70771.0
2020,Assistant Professor,68294.0
2015,Professor,95928.0
2016,Professor,99741.03
2020,Professor,109236.0
2015,Assistant Professor,24000.0
2016,Assistant Professor,24000.0
2017,Assistant Professor,24000.0
2018,Assistant Professor,24000.0
2015,Professor,153011.0
2016,Professor,157219.0
2017,Professor,159577.0
2018,Professor,161971.0
2019,Professor,164401.0
2020,Professor,156180.0
2016,Associate Professor,86113.0
2017,Associate Professor,86113.0
2018,Professor,99782.0
2019,Professor,102038.0
2020,Professor,99939.0
2015,Associate Professor,73018.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,68172.0
2016,Assistant Professor,71064.74
2017,Associate Professor,59877.0
2018,Associate Professor,82014.0
2019,Associate Professor,84627.0
2020,Associate Professor,84627.0
2015,Assistant Professor,133081.0
2016,Assistant Professor,133081.0
2017,Assistant Professor,135077.0
2018,Assistant Professor,137103.0
2019,Associate Professor,143945.0
2020,Associate Professor,136748.0
2015,Associate Professor,47680.0
2016,Associate Professor,47680.0
2017,Associate Professor,47680.0
2018,Associate Professor,47680.0
2019,Associate Professor,38144.0
2020,Associate Professor,37190.0
2016,Assistant Professor,73316.06
2017,Assistant Professor,73316.0
2018,Assistant Professor,78149.0
2019,Assistant Professor,81026.0
2020,Associate Professor,88521.0
2015,Assistant Professor,69500.0
2018,Assistant Professor,40500.0
2019,Assistant Professor,40500.0
2020,Assistant Professor,40500.0
2015,Associate Professor,117434.0
2019,Professor,160961.0
2020,Professor,156035.0
2016,Professor,46000.0
2017,Professor,46000.0
2018,Professor,46000.0
2019,Professor,46000.0
2020,Professor,45000.0
2015,Professor,46000.0
2015,Associate Professor,88647.0
2016,Associate Professor,92132.45
2017,Associate Professor,92132.0
2018,Associate Professor,97634.0
2019,Professor,111600.0
2020,Professor,123184.0
2016,Assistant Professor,71043.0
2017,Assistant Professor,76016.0
2018,Assistant Professor,80000.0
2019,Associate Professor,100800.0
2020,Associate Professor,95760.0
2015,Assistant Professor,68311.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,24000.0
2016,Assistant Professor,24000.0
2017,Assistant Professor,24000.0
2018,Assistant Professor,24000.0
2020,Professor,280409.0
2015,Associate Professor,40000.0
2016,Associate Professor,40000.0
2017,Associate Professor,40000.0
2018,Associate Professor,40000.0
2019,Associate Professor,40000.0
2020,Professor,40000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2015,Professor,166457.0
2016,Professor,185100.0
2017,Professor,191578.0
2018,Professor,199241.0
2019,Professor,211196.0
2020,Professor,200636.0
2019,Professor,194196.0
2020,Professor,194196.0
2015,Assistant Professor,40500.0
2016,Assistant Professor,40500.0
2017,Assistant Professor,40500.0
2018,Assistant Professor,40500.0
2019,Assistant Professor,40500.0
2020,Associate Professor,40500.0
2015,Assistant Professor,27000.0
2016,Assistant Professor,27000.0
2017,Assistant Professor,27000.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,30000.0
2020,Assistant Professor,85430.0
2015,Assistant Professor,72283.0
2016,Assistant Professor,75274.07
2017,Associate Professor,82049.0
2018,Associate Professor,87954.0
2019,Associate Professor,91062.0
2020,Associate Professor,91062.0
2016,Assistant Professor,80000.0
2017,Assistant Professor,80000.0
2018,Associate Professor,80000.0
2019,Associate Professor,120000.0
2020,Associate Professor,114000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,72000.0
2017,Assistant Professor,72000.0
2018,Assistant Professor,77357.0
2019,Associate Professor,87355.0
2020,Associate Professor,87355.0
2018,Assistant Professor,76000.0
2019,Assistant Professor,78809.0
2020,Assistant Professor,78809.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Associate Professor,118658.0
2016,Associate Professor,123336.54
2017,Associate Professor,123336.0
2018,Associate Professor,129400.0
2019,Associate Professor,132424.0
2020,Associate Professor,132424.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2016,Professor Emeritus,16105.0
2017,Professor Emeritus,16105.0
2018,Professor Emeritus,16105.0
2019,Professor Emeritus,24883.0
2020,Professor Emeritus,16105.0
2016,Assistant Professor,77167.64
2017,Assistant Professor,102890.0
2018,Assistant Professor,82131.0
2019,Assistant Professor,84652.0
2020,Assistant Professor,92482.0
2015,Assistant Professor,74072.0
2015,Associate Professor,85094.0
2016,Associate Professor,88723.17
2017,Professor,97595.0
2018,Professor,104291.0
2019,Professor,107253.0
2020,Professor,120409.0
2015,Associate Professor,50000.0
2016,Associate Professor,50000.0
2017,Associate Professor,50000.0
2018,Associate Professor,50000.0
2019,Associate Professor,40000.0
2020,Associate Professor,39000.0
2019,Assistant Professor,35000.0
2020,Assistant Professor,35000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Associate Professor,83745.0
2017,Associate Professor,86871.0
2018,Associate Professor,90373.0
2019,Associate Professor,92638.0
2020,Associate Professor,92638.0
2020,Assistant Professor,51610.0
2015,Assistant Professor,83694.0
2016,Assistant Professor,86556.27
2017,Assistant Professor,86556.0
2018,Assistant Professor,90938.0
2019,Assistant Professor,102259.0
2020,Associate Professor,79047.0
2015,Assistant Professor,59372.0
2016,Assistant Professor,61004.76
2017,Assistant Professor,61920.0
2018,Assistant Professor,62849.0
2019,Assistant Professor,63791.0
2020,Assistant Professor,61559.0
2015,Professor,113315.0
2016,Professor,117254.32
2017,Professor,117254.0
2019,Professor,127443.0
2020,Professor,127443.0
2015,Assistant Professor,53786.0
2016,Assistant Professor,57259.0
2017,Assistant Professor,74792.0
2018,Assistant Professor,81691.0
2019,Associate Professor,81691.0
2020,Associate Professor,67966.0
2015,Associate Professor,40872.0
2016,Associate Professor,40872.0
2017,Associate Professor,40872.0
2018,Associate Professor,40872.0
2019,Associate Professor,53000.0
2020,Associate Professor,51675.0
2015,Professor,128803.0
2016,Professor,132329.98
2017,Professor,132330.0
2018,Professor,137819.0
2019,Professor,140960.0
2020,Professor,140960.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,22500.0
2020,Assistant Professor,22500.0
2015,Associate Professor,30000.0
2016,Associate Professor,18000.0
2017,Associate Professor,18000.0
2018,Associate Professor,18000.0
2019,Associate Professor,26934.0
2020,Associate Professor,26934.0
2015,Professor,102028.0
2016,Professor,105612.44
2017,Professor,119862.0
2018,Professor,125921.0
2019,Professor,129121.0
2020,Professor,126398.0
2015,Assistant Professor,30000.0
2016,Associate Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,30000.0
2019,Associate Professor,30000.0
2020,Associate Professor,30000.0
2015,Associate Professor,99398.0
2016,Associate Professor,103375.0
2017,Associate Professor,108533.0
2018,Associate Professor,111789.0
2019,Associate Professor,114025.0
2020,Associate Professor,108324.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2015,Assistant Professor,28500.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Associate Professor,30000.0
2015,Associate Professor,86537.0
2016,Associate Professor,89820.0
2017,Associate Professor,69431.0
2018,Associate Professor,94635.0
2019,Associate Professor,97340.0
2020,Associate Professor,97340.0
2017,Assistant Professor,135000.0
2018,Associate Professor,150878.0
2019,Associate Professor,155052.0
2020,Associate Professor,155052.0
2019,Assistant Professor,90000.0
2020,Assistant Professor,85500.0
2020,Assistant Professor,30000.0
2015,Associate Professor,40000.0
2016,Associate Professor,40000.0
2017,Associate Professor,40000.0
2018,Associate Professor,40000.0
2019,Professor,40000.0
2020,Professor,40000.0
2015,Associate Professor,72527.0
2016,Associate Professor,72526.5
2017,Associate Professor,113111.0
2018,Associate Professor,118180.0
2019,Associate Professor,123676.0
2020,Associate Professor,123676.0
2015,Professor,40000.0
2016,Professor,40000.0
2017,Professor,40000.0
2018,Professor,40000.0
2019,Professor,40000.0
2020,Professor,40000.0
2015,Associate Professor,30000.0
2016,Associate Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,30000.0
2019,Associate Professor,30000.0
2020,Associate Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,60536.0
2016,Assistant Professor,62200.94
2017,Assistant Professor,63134.0
2018,Assistant Professor,64081.0
2019,Assistant Professor,65042.0
2020,Assistant Professor,62766.0
2015,Associate Professor,81147.0
2016,Associate Professor,84356.71
2017,Associate Professor,84357.0
2018,Associate Professor,88975.0
2019,Associate Professor,91523.0
2020,Associate Professor,91523.0
2015,Professor,112777.0
2016,Professor,117295.64
2017,Professor,117296.0
2018,Professor,124012.0
2019,Professor,98707.0
2020,Professor,127694.0
2015,Assistant Professor,60839.0
2016,Assistant Professor,64653.81
2017,Associate Professor,70473.0
2018,Associate Professor,58429.0
2019,Associate Professor,78228.0
2020,Associate Professor,78228.0
2016,Assistant Professor,67058.0
2017,Assistant Professor,67058.0
2018,Assistant Professor,71473.0
2019,Assistant Professor,73946.0
2020,Assistant Professor,73946.0
2015,Assistant Professor,64000.0
2016,Associate Professor,156964.15
2017,Associate Professor,156964.0
2018,Associate Professor,164625.0
2019,Associate Professor,168777.0
2020,Associate Professor,168777.0
2015,Associate Professor,151615.0
2018,Assistant Professor,26250.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,29400.0
2015,Assistant Professor,21000.0
2016,Assistant Professor,21000.0
2017,Assistant Professor,21000.0
2018,Assistant Professor,21000.0
2019,Assistant Professor,21000.0
2020,Assistant Professor,21000.0
2016,Associate Professor,72000.0
2017,Associate Professor,96000.0
2018,Associate Professor,98602.0
2019,Professor,98602.0
2020,Professor,93672.0
2015,Associate Professor,27000.0
2016,Associate Professor,27000.0
2017,Associate Professor,27000.0
2018,Associate Professor,30000.0
2019,Associate Professor,30000.0
2020,Associate Professor,30000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Associate Professor,30000.0
2015,Associate Professor,22500.0
2016,Associate Professor,22500.0
2017,Associate Professor,35582.0
2018,Associate Professor,43383.0
2019,Professor,28023.0
2020,Professor,28936.0
2015,Professor,60000.0
2016,Professor,60000.0
2017,Professor,60000.0
2018,Professor,60000.0
2019,Professor,60000.0
2020,Professor,58500.0
2015,Associate Professor,108014.0
2016,Professor,120179.0
2017,Professor,120179.0
2018,Professor,126110.0
2019,Professor,128800.0
2020,Professor,126032.0
2016,Assistant Professor,27000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2015,Professor,69000.0
2016,Professor,69000.0
2017,Professor,69000.0
2018,Professor,69000.0
2019,Professor,69000.0
2020,Professor,66585.0
2015,Associate Professor,40500.0
2016,Associate Professor,40500.0
2017,Associate Professor,40500.0
2018,Associate Professor,43000.0
2019,Associate Professor,75000.0
2020,Associate Professor,75000.0
2015,Assistant Professor,71449.0
2016,Assistant Professor,75086.51
2017,Assistant Professor,75087.0
2018,Associate Professor,87041.0
2019,Associate Professor,89746.0
2020,Associate Professor,89746.0
2015,Associate Professor,30000.0
2016,Associate Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,27000.0
2019,Associate Professor,27000.0
2020,Associate Professor,27000.0
2015,Extension Professor,139727.0
2016,Extension Professor,144493.96
2017,Extension Professor,144494.0
2018,Extension Professor,151296.0
2019,Extension Professor,154838.0
2020,Extension Professor,154838.0
2016,Assistant Professor,35000.0
2017,Assistant Professor,35000.0
2018,Assistant Professor,35000.0
2019,Assistant Professor,35000.0
2020,Assistant Professor,35000.0
2015,Assistant Professor,35000.0
2015,Associate Professor,82378.0
2016,Associate Professor,84024.38
2017,Associate Professor,84024.0
2018,Associate Professor,67705.0
2019,Associate Professor,89654.0
2020,Associate Professor,89654.0
2015,Professor,95672.0
2016,Professor,98452.15
2017,Professor,98452.0
2018,Professor,103318.0
2019,Professor,81945.0
2020,Professor,106010.0
2018,Assistant Professor,42700.0
2019,Assistant Professor,42700.0
2020,Assistant Professor,42700.0
2015,Assistant Professor,69445.0
2016,Assistant Professor,72910.0
2017,Assistant Professor,76191.0
2018,Assistant Professor,79239.0
2019,Assistant Professor,79239.0
2020,Assistant Professor,76465.0
2015,Associate Professor,83433.0
2016,Associate Professor,86931.93
2017,Associate Professor,86932.0
2018,Associate Professor,70398.0
2019,Professor,103511.0
2020,Professor,103511.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,67860.0
2020,Assistant Professor,65485.0
2015,Assistant Professor,18000.0
2016,Assistant Professor,18000.0
2017,Assistant Professor,18000.0
2018,Assistant Professor,18000.0
2019,Assistant Professor,18000.0
2020,Assistant Professor,18000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,20250.0
2016,Assistant Professor,24000.0
2017,Assistant Professor,24000.0
2018,Assistant Professor,25500.0
2019,Assistant Professor,25500.0
2020,Assistant Professor,25500.0
2020,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,70202.0
2016,Assistant Professor,73131.27
2017,Assistant Professor,73131.0
2018,Assistant Professor,78548.0
2019,Associate Professor,68554.0
2020,Associate Professor,88686.0
2015,Assistant Professor,16500.0
2016,Assistant Professor,16500.0
2017,Assistant Professor,16500.0
2018,Assistant Professor,16500.0
2019,Assistant Professor,16500.0
2020,Assistant Professor,16500.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,60000.0
2020,Assistant Professor,58500.0
2015,Assistant Professor,60247.0
2016,Assistant Professor,60247.0
2017,Assistant Professor,60247.0
2018,Assistant Professor,60247.0
2019,Assistant Professor,88200.0
2020,Assistant Professor,29039.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Associate Professor,75206.0
2016,Associate Professor,78285.7
2017,Associate Professor,78286.0
2018,Associate Professor,82408.0
2019,Associate Professor,84965.0
2020,Associate Professor,84965.0
2015,Associate Professor,30000.0
2016,Associate Professor,30000.0
2017,Associate Professor,30000.0
2018,Professor,28500.0
2019,Professor,30000.0
2020,Professor,27000.0
2016,Associate Professor,87505.66
2017,Professor,96256.0
2018,Professor,102093.0
2019,Professor,105962.0
2020,Professor,105962.0
2015,Associate Professor,83583.0
2015,Assistant Professor,79365.0
2016,Assistant Professor,83325.0
2017,Associate Professor,91649.0
2018,Associate Professor,120000.0
2019,Associate Professor,125400.0
2020,Associate Professor,119130.0
2020,Assistant Professor,51610.0
2015,Associate Professor,72900.0
2016,Associate Professor,72900.0
2017,Associate Professor,72900.0
2018,Associate Professor,72900.0
2019,Associate Professor,72900.0
2020,Associate Professor,70349.0
2015,Assistant Professor,40500.0
2016,Assistant Professor,40500.0
2017,Assistant Professor,40500.0
2018,Assistant Professor,40500.0
2019,Associate Professor,40500.0
2020,Associate Professor,40500.0
2015,Associate Professor,35381.0
2016,Associate Professor,35380.8
2017,Associate Professor,35381.0
2018,Associate Professor,35381.0
2019,Associate Professor,35381.0
2020,Associate Professor,35381.0
2015,Assistant Professor,64322.0
2016,Associate Professor,72992.43
2017,Associate Professor,56423.0
2018,Associate Professor,76529.0
2019,Associate Professor,79246.0
2020,Associate Professor,79246.0
2020,Assistant Professor,72375.0
2015,Associate Professor,107474.0
2016,Associate Professor,111861.75
2017,Associate Professor,111862.0
2018,Associate Professor,116826.0
2019,Associate Professor,119673.0
2020,Associate Professor,119673.0
2017,Professor,121338.0
2018,Professor,126925.0
2019,Professor,130294.0
2020,Professor,130294.0
2015,Associate Professor,92222.0
2016,Associate Professor,95542.08
2017,Associate Professor,95542.0
2018,Associate Professor,100713.0
2019,Professor,114632.0
2020,Professor,114632.0
2019,Assistant Professor,22500.0
2020,Assistant Professor,22500.0
2019,Assistant Professor,90000.0
2020,Assistant Professor,85500.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2019,Assistant Professor,12000.0
2020,Assistant Professor,12000.0
2015,Professor,101057.0
2016,Professor,106357.76
2017,Professor,106358.0
2018,Professor,112354.0
2019,Professor,130125.0
2020,Professor,115875.0
2016,Assistant Professor,72755.0
2017,Assistant Professor,109131.0
2018,Assistant Professor,118771.0
2019,Assistant Professor,118771.0
2020,Assistant Professor,126614.0
2015,Assistant Professor,30000.0
2018,Assistant Professor,88302.0
2019,Assistant Professor,91286.0
2020,Assistant Professor,100000.0
2016,Assistant Professor,142453.63
2017,Associate Professor,142454.0
2018,Associate Professor,142454.0
2019,Associate Professor,142454.0
2020,Associate Professor,135331.0
2015,Assistant Professor,30000.0
2015,Associate Professor,123363.0
2016,Associate Professor,129531.0
2017,Associate Professor,141060.0
2018,Professor,160000.0
2019,Professor,180800.0
2020,Professor,171760.0
2015,Assistant Professor,70212.0
2016,Assistant Professor,73311.66
2017,Assistant Professor,73312.0
2018,Associate Professor,84926.0
2019,Associate Professor,87433.0
2020,Associate Professor,87433.0
2016,Assistant Professor,68500.0
2017,Assistant Professor,68500.0
2018,Assistant Professor,72707.0
2019,Assistant Professor,75183.0
2020,Associate Professor,82137.0
2016,Assistant Professor,90000.0
2017,Assistant Professor,92700.0
2018,Assistant Professor,94554.0
2019,Assistant Professor,98336.0
2020,Assistant Professor,93419.0
2015,Professor,101808.0
2017,Professor Emeritus,13574.0
2018,Professor Emeritus,27555.0
2019,Professor Emeritus,27555.0
2020,Professor Emeritus,26177.0
2015,Assistant Professor,77709.0
2016,Assistant Professor,78875.0
2017,Assistant Professor,80058.0
2018,Assistant Professor,81259.0
2019,Assistant Professor,83697.0
2020,Assistant Professor,79665.0
2019,Assistant Professor,100000.0
2020,Assistant Professor,95000.0
2015,Assistant Professor,86643.0
2016,Assistant Professor,91579.36
2017,Assistant Professor,77162.0
2018,Associate Professor,106030.0
2019,Associate Professor,109060.0
2020,Associate Professor,109060.0
2019,Assistant Professor,15000.0
2020,Assistant Professor,78809.0
2015,Assistant Professor,35000.0
2016,Assistant Professor,35000.0
2017,Assistant Professor,35000.0
2018,Assistant Professor,35000.0
2019,Assistant Professor,35000.0
2020,Associate Professor,35000.0
2015,Assistant Professor,35000.0
2016,Assistant Professor,35000.0
2017,Assistant Professor,35000.0
2018,Assistant Professor,35000.0
2019,Assistant Professor,35000.0
2020,Associate Professor,35000.0
2015,Associate Professor,50000.0
2016,Associate Professor,50000.0
2017,Associate Professor,50000.0
2018,Professor,60000.0
2019,Professor,60000.0
2020,Professor,58500.0
2019,Assistant Professor,33287.0
2020,Assistant Professor,34548.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,87840.0
2019,Assistant Professor,90000.0
2020,Assistant Professor,85500.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Professor,288000.0
2016,Professor,299521.0
2017,Professor,311502.0
2018,Professor,323962.0
2019,Professor,336921.0
2020,Professor,320075.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Associate Professor,50000.0
2019,Associate Professor,50000.0
2020,Associate Professor,48750.0
2015,Assistant Professor,21000.0
2016,Assistant Professor,21000.0
2017,Assistant Professor,21000.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2015,Assistant Professor,67721.0
2016,Assistant Professor,69076.0
2015,Associate Professor,105839.0
2016,Associate Professor,110968.09
2017,Associate Professor,110968.0
2018,Associate Professor,116694.0
2019,Associate Professor,132773.0
2020,Professor,14605.0
2017,Assistant Professor,35000.0
2018,Assistant Professor,35000.0
2019,Assistant Professor,35000.0
2020,Assistant Professor,35000.0
2016,Professor,7500.0
2017,Professor,6000.0
2018,Professor,6000.0
2019,Professor,6000.0
2020,Professor,6000.0
2015,Professor,7500.0
2015,Assistant Professor,18000.0
2016,Assistant Professor,18000.0
2017,Assistant Professor,18000.0
2018,Assistant Professor,22500.0
2019,Assistant Professor,22500.0
2020,Assistant Professor,19500.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2017,Assistant Professor,86000.0
2018,Assistant Professor,94224.0
2019,Assistant Professor,56534.0
2020,Assistant Professor,60212.0
2015,Professor,125667.0
2016,Professor,128950.0
2017,Professor,128950.0
2018,Professor,134077.0
2019,Professor,137667.0
2020,Professor,137667.0
2020,Associate Professor,105000.0
2015,Associate Professor,130000.0
2016,Associate Professor,130000.0
2017,Associate Professor,130000.0
2018,Associate Professor,130000.0
2019,Associate Professor,130000.0
2020,Associate Professor,187625.0
2019,Professor,224220.0
2020,Professor,209722.0
2015,Professor,194494.0
2015,Associate Professor,83698.0
2016,Associate Professor,86843.19
2017,Associate Professor,86843.0
2018,Associate Professor,92222.0
2019,Associate Professor,95060.0
2020,Associate Professor,95060.0
2015,Associate Professor,40000.0
2016,Associate Professor,40000.0
2017,Associate Professor,38000.0
2018,Associate Professor,38000.0
2019,Associate Professor,38000.0
2020,Professor,38000.0
2016,Assistant Professor,35000.0
2017,Assistant Professor,35000.0
2018,Assistant Professor,35000.0
