Year,Primary Job Title,Base Pay
2019,Associate Professor,40000.0
2020,Associate Professor,40000.0
2015,Professor,47455.0
2016,Professor,57218.0
2017,Professor,39367.0
2018,Professor,41034.0
2019,Professor,41034.0
2020,Professor,43938.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,24000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2015,Associate Professor,92422.0
2016,Associate Professor,97415.41
2017,Associate Professor,97415.0
2018,Associate Professor,102903.0
2019,Associate Professor,117189.0
2020,Professor,117189.0
2020,Assistant Professor,30000.0
2020,Assistant Professor,22500.0
2015,Professor,132790.0
2016,Professor,138057.0
2017,Professor,138057.0
2018,Professor,145511.0
2019,Professor,149153.0
2020,Professor,146028.0
2020,Assistant Professor,76500.0
2015,Assistant Professor,22500.0
2016,Assistant Professor,22500.0
2017,Assistant Professor,27000.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,28500.0
2020,Assistant Professor,28500.0
2015,Associate Professor,30000.0
2016,Associate Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,30000.0
2019,Associate Professor,30000.0
2020,Associate Professor,30000.0
2015,Assistant Professor,71581.0
2016,Assistant Professor,74652.19
2017,Associate Professor,63881.0
2018,Associate Professor,86308.0
2019,Associate Professor,89266.0
2020,Associate Professor,89266.0
2015,Associate Professor,108753.0
2016,Associate Professor,113173.82
2017,Professor,124491.0
2018,Professor,132549.0
2019,Professor,136450.0
2020,Professor,136450.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Associate Professor,24000.0
2019,Associate Professor,24000.0
2020,Associate Professor,24000.0
2015,Professor,100000.0
2016,Professor,80000.0
2017,Professor,80000.0
2018,Professor,80000.0
2019,Professor,80000.0
2020,Professor,76000.0
2018,Assistant Professor,62994.0
2019,Assistant Professor,66137.0
2020,Assistant Professor,63823.0
2015,Assistant Professor,67500.0
2016,Assistant Professor,67500.0
2017,Assistant Professor,94500.0
2018,Assistant Professor,94500.0
2019,Assistant Professor,94500.0
2020,Associate Professor,106956.0
2015,Assistant Professor,69383.0
2015,Assistant Professor,69383.0
2015,Professor,125426.0
2016,Professor,129502.62
2017,Professor,129503.0
2018,Professor,134639.0
2019,Professor,137298.0
2020,Professor,137298.0
2015,Professor,30000.0
2016,Professor,30000.0
2017,Professor,30000.0
2018,Professor,30000.0
2019,Professor,30000.0
2020,Professor,30000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Associate Professor,50000.0
2018,Associate Professor,50000.0
2019,Associate Professor,50000.0
2020,Associate Professor,48750.0
2018,Assistant Professor,35000.0
2019,Assistant Professor,35000.0
2020,Assistant Professor,35000.0
2015,Professor,122400.0
2019,Professor,141441.0
2020,Professor,132295.0
2015,Associate Professor,30000.0
2016,Associate Professor,55297.0
2017,Associate Professor,47279.0
2018,Associate Professor,30000.0
2019,Associate Professor,30000.0
2020,Associate Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2016,Associate Professor,40636.0
2017,Associate Professor,40636.0
2018,Associate Professor,40636.0
2019,Associate Professor,40636.0
2020,Professor,30000.0
2015,Associate Professor,40636.0
2016,Assistant Professor,72500.0
2017,Assistant Professor,72500.0
2018,Assistant Professor,77318.0
2019,Assistant Professor,79792.0
2020,Assistant Professor,79792.0
2015,Associate Professor,100000.0
2016,Associate Professor,124000.0
2017,Associate Professor,124000.0
2018,Associate Professor,124000.0
2019,Professor,173000.0
2020,Professor,58000.0
2015,Assistant Professor,98838.0
2016,Assistant Professor,99826.0
2017,Assistant Professor,101823.0
2018,Assistant Professor,102841.0
2019,Assistant Professor,102841.0
2020,Assistant Professor,97699.0
2015,Assistant Professor,71711.0
2016,Assistant Professor,75621.07
2017,Assistant Professor,75621.0
2018,Assistant Professor,80653.0
2019,Assistant Professor,83339.0
2020,Associate Professor,91047.0
2020,Assistant Professor,30000.0
2020,Assistant Professor,90000.0
2020,Assistant Professor,30000.0
2016,Professor,205681.38
2017,Professor,208767.0
2018,Professor,211898.0
2019,Professor,218255.0
2020,Professor,207342.0
2015,Professor,200177.0
2015,Professor,44000.0
2016,Professor,44000.0
2017,Professor,44000.0
2018,Professor,44000.0
2019,Professor,44000.0
2020,Professor,44000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30738.0
2019,Assistant Professor,30964.0
2020,Assistant Professor,11675.0
2015,Professor,98000.0
2016,Professor,98000.0
2017,Professor,98000.0
2018,Professor,98000.0
2019,Professor,98000.0
2020,Professor,93100.0
2018,Assistant Professor,35000.0
2019,Assistant Professor,35000.0
2020,Assistant Professor,35000.0
2015,Associate Professor,30000.0
2016,Associate Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,25500.0
2019,Associate Professor,25500.0
2020,Associate Professor,25500.0
2015,Associate Professor,75003.0
2016,Associate Professor,78369.56
2017,Associate Professor,78370.0
2018,Associate Professor,83126.0
2019,Associate Professor,85706.0
2020,Associate Professor,85706.0
2015,Associate Professor,106721.0
2016,Associate Professor,110273.0
2017,Associate Professor,110273.0
2018,Associate Professor,115505.0
2019,Associate Professor,118450.0
2020,Associate Professor,113723.0
2015,Assistant Professor,15000.0
2016,Assistant Professor,18000.0
2017,Assistant Professor,18000.0
2018,Assistant Professor,18000.0
2019,Assistant Professor,18000.0
2020,Assistant Professor,18000.0
2015,Assistant Professor,76310.0
2016,Assistant Professor,80357.2
2017,Assistant Professor,80357.0
2018,Associate Professor,92949.0
2019,Associate Professor,95874.0
2020,Associate Professor,95874.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Associate Professor,30000.0
2019,Associate Professor,30000.0
2020,Associate Professor,30000.0
2015,Associate Professor,30000.0
2016,Associate Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,30000.0
2019,Associate Professor,30000.0
2020,Associate Professor,30000.0
2015,Professor,206669.0
2016,Professor,206669.0
2017,Professor,206669.0
2018,Professor,206669.0
2019,Professor,206669.0
2020,Professor,215001.0
2015,Assistant Professor,40000.0
2016,Assistant Professor,40000.0
2017,Assistant Professor,40000.0
2018,Assistant Professor,40000.0
2019,Assistant Professor,40000.0
2020,Assistant Professor,40000.0
2015,Assistant Professor,65639.0
2016,Assistant Professor,67762.75
2017,Assistant Professor,67763.0
2018,Assistant Professor,72142.0
2019,Assistant Professor,74787.0
2020,Associate Professor,81705.0
2015,Associate Professor,95850.0
2016,Associate Professor,99550.85
2017,Associate Professor,99551.0
2018,Associate Professor,78963.0
2019,Associate Professor,107671.0
2020,Associate Professor,107671.0
2016,Assistant Professor,35000.0
2017,Assistant Professor,35000.0
2018,Associate Professor,35000.0
2019,Associate Professor,35000.0
2020,Associate Professor,35000.0
2015,Assistant Professor,35000.0
2016,Assistant Professor,35000.0
2017,Assistant Professor,35000.0
2018,Assistant Professor,35000.0
2019,Assistant Professor,35000.0
2020,Assistant Professor,35000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Associate Professor,73598.0
2016,Associate Professor,76005.28
2017,Associate Professor,76005.0
2018,Associate Professor,62155.0
2019,Associate Professor,82551.0
2020,Associate Professor,82551.0
2015,Professor,140413.0
2016,Professor,130860.86
2017,Professor,130861.0
2018,Professor,137390.0
2019,Professor,140035.0
2020,Professor,140035.0
2015,Professor,115956.0
2016,Professor,117115.0
2017,Professor,117115.0
2018,Professor,121800.0
2019,Professor,127281.0
2020,Professor,120917.0
2015,Associate Professor,50000.0
2016,Associate Professor,50000.0
2017,Associate Professor,50000.0
2018,Associate Professor,50000.0
2020,Professor Emeritus,35600.0
2016,Assistant Professor,145000.0
2017,Assistant Professor,145000.0
2018,Associate Professor,165695.0
2019,Associate Professor,170337.0
2020,Associate Professor,170337.0
2015,Assistant Professor,84867.0
2016,Assistant Professor,87741.5
2015,Associate Professor,148219.0
2016,Associate Professor,153274.69
2017,Associate Professor,153275.0
2018,Associate Professor,161105.0
2019,Associate Professor,127408.0
2020,Associate Professor,164822.0
2015,Associate Professor,30000.0
2016,Associate Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,30000.0
2019,Associate Professor,26250.0
2020,Associate Professor,30000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,28500.0
2020,Assistant Professor,28500.0
2015,Professor,38000.0
2016,Professor,37999.92
2017,Professor,38000.0
2018,Professor,38000.0
2019,Professor,38000.0
2020,Professor,28500.0
2015,Associate Professor,45000.0
2016,Professor,45000.0
2017,Professor,45000.0
2018,Professor,45000.0
2019,Professor,45000.0
2020,Professor,45000.0
2015,Associate Professor,60000.0
2016,Associate Professor,60000.0
2017,Associate Professor,60000.0
2018,Associate Professor,50000.0
2019,Associate Professor,50000.0
2020,Associate Professor,57900.0
2020,Assistant Professor,90000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2019,Professor,164788.0
2020,Professor,151747.0
2015,Associate Professor,81504.0
2016,Associate Professor,84941.96
2017,Professor,93436.0
2018,Professor,76876.0
2019,Professor,102580.0
2020,Professor,112131.0
2016,Assistant Professor,54570.0
2017,Assistant Professor,59925.0
2018,Assistant Professor,71910.0
2019,Assistant Professor,74786.0
2020,Assistant Professor,72169.0
2015,Associate Professor,95721.0
2016,Associate Professor,97501.03
2017,Associate Professor,97501.0
2018,Associate Professor,100768.0
2019,Associate Professor,103159.0
2020,Associate Professor,103159.0
2015,Library Professor,86417.0
2016,Library Professor,89568.0
2017,Library Professor,89568.0
2018,Library Professor,94529.0
2019,Library Professor,77795.0
2020,Library Professor,77795.0
2015,Professor,110055.0
2016,Professor,114333.51
2017,Professor,114334.0
2018,Professor,93453.0
2019,Professor,124157.0
2020,Professor,124157.0
2015,Assistant Professor,35000.0
2016,Assistant Professor,35000.0
2017,Assistant Professor,35000.0
2018,Assistant Professor,35000.0
2019,Assistant Professor,35000.0
2020,Assistant Professor,35000.0
2016,Assistant Professor,100000.0
2017,Assistant Professor,100000.0
2018,Assistant Professor,102990.0
2019,Assistant Professor,104535.0
2020,Assistant Professor,10453.0
2020,Assistant Professor,70445.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,21750.0
2016,Assistant Professor,21750.0
2017,Assistant Professor,19875.0
2018,Assistant Professor,18000.0
2019,Assistant Professor,19875.0
2020,Assistant Professor,19875.0
2015,Professor,35000.0
2016,Professor,35000.0
2017,Professor,35000.0
2018,Professor,35000.0
2019,Professor,35000.0
2020,Professor,35000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Professor,102866.0
2016,Professor,105483.65
2017,Professor,112412.0
2018,Professor,115940.0
2019,Professor,118404.0
2020,Professor Emeritus,6954.0
2015,Associate Professor,85774.0
2016,Associate Professor,76979.49
2017,Associate Professor,88924.0
2018,Associate Professor,95998.0
2019,Associate Professor,67091.0
2020,Professor,106001.0
2020,Assistant Professor,24000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,67906.0
2016,Assistant Professor,70895.38
2017,Associate Professor,59734.0
2018,Associate Professor,82043.0
2019,Associate Professor,84177.0
2020,Associate Professor,84177.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,48523.0
2020,Assistant Professor,56804.0
2015,Assistant Professor,30000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Associate Professor,24000.0
2019,Associate Professor,24000.0
2020,Associate Professor,27000.0
2015,Associate Professor,35000.0
2016,Associate Professor,35000.0
2017,Associate Professor,35000.0
2018,Associate Professor,35000.0
2019,Associate Professor,35000.0
2020,Associate Professor,35000.0
2015,Professor,95666.0
2016,Professor,99041.0
2017,Professor,99041.0
2018,Professor,104018.0
2019,Professor,106817.0
2020,Professor,106817.0
2015,Assistant Professor,30000.0
2015,Assistant Professor,30000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Professor,86397.0
2016,Professor,88962.34
2017,Professor,88962.0
2018,Professor,93757.0
2019,Professor,96216.0
2020,Professor,96216.0
2015,Professor,145026.0
2016,Professor,148927.41
2017,Professor,148927.0
2018,Professor,156037.0
2019,Professor Emeritus,42858.0
2020,Professor Emeritus,97645.0
2019,Professor Emeritus,38460.0
2020,Professor Emeritus,38460.0
2015,Professor,96743.0
2016,Professor,100987.3
2017,Professor,100987.0
2018,Professor,106158.0
2019,Professor,84571.0
2020,Professor,109406.0
2019,Assistant Professor,21000.0
2020,Assistant Professor,21000.0
2015,Professor,170636.0
2016,Professor,179151.0
2017,Professor,183630.0
2018,Professor,193546.0
2019,Professor,196449.0
2020,Professor,186627.0
2015,Professor,132819.0
2016,Professor,139447.0
2017,Professor,146405.0
2018,Professor,150783.0
2019,Professor,153045.0
2020,Professor,145392.0
2020,Professor,120216.0
2015,Professor,115564.0
2016,Professor,120372.61
2017,Professor,120373.0
2018,Professor,127040.0
2019,Professor,130707.0
2020,Professor,130707.0
2015,Associate Professor,91000.0
2015,Associate Professor,30000.0
2016,Associate Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,30000.0
2019,Associate Professor,30000.0
2020,Professor,30000.0
2015,Associate Professor,74378.0
2016,Professor,87070.52
2017,Professor,87071.0
2018,Professor,91823.0
2019,Professor,94255.0
2020,Professor,94255.0
2016,Professor,94924.91
2017,Professor,73377.0
2018,Professor,99988.0
2019,Professor,102925.0
2020,Professor,102925.0
2015,Professor,91427.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2016,Professor,58249.98
2017,Professor,30000.0
2018,Professor,30000.0
2019,Professor,33490.0
2020,Professor,85500.0
2015,Professor,58250.0
2020,Assistant Professor,67550.0
2017,Assistant Professor,86000.0
2018,Assistant Professor,88802.0
2019,Assistant Professor,92109.0
2020,Assistant Professor,92109.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Associate Professor,78524.0
2016,Associate Professor,64087.0
2017,Professor,83218.0
2018,Professor,89093.0
2019,Professor,92030.0
2020,Professor,92030.0
2016,Assistant Professor,54000.0
2017,Assistant Professor,54000.0
2018,Assistant Professor,54000.0
2019,Assistant Professor,54000.0
2020,Assistant Professor,52110.0
2015,Assistant Professor,72417.0
2016,Assistant Professor,75538.77
2017,Assistant Professor,75539.0
2018,Associate Professor,87399.0
2019,Associate Professor,90108.0
2020,Associate Professor,90108.0
2015,Assistant Professor,92340.0
2016,Assistant Professor,92340.34
2017,Assistant Professor,50525.0
2018,Assistant Professor,87550.0
2019,Associate Professor,87550.0
2020,Associate Professor,98662.0
2017,Assistant Professor,35000.0
2018,Assistant Professor,35000.0
2019,Assistant Professor,35000.0
2020,Assistant Professor,35000.0
2015,Assistant Professor,35000.0
2016,Assistant Professor,35000.0
2017,Assistant Professor,35000.0
2018,Assistant Professor,35000.0
2019,Assistant Professor,35000.0
2020,Associate Professor,35000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Associate Professor,21000.0
2016,Associate Professor,21000.0
2017,Associate Professor,21000.0
2018,Associate Professor,21000.0
2019,Associate Professor,21000.0
2020,Associate Professor,21000.0
2015,Associate Professor,80630.0
2016,Associate Professor,84359.0
2017,Professor,92795.0
2019,Professor,135734.0
2020,Professor,131485.0
2015,Assistant Professor,119000.0
2016,Assistant Professor,119000.0
2017,Assistant Professor,119000.0
2018,Assistant Professor,119000.0
2019,Assistant Professor,145000.0
2020,Associate Professor,137750.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,30000.0
2019,Associate Professor,30000.0
2020,Associate Professor,30000.0
2015,Assistant Professor,30000.0
2015,Professor,84243.0
2016,Professor,93544.0
2017,Professor,93544.0
2018,Professor,102968.0
2019,Professor,102968.0
2020,Professor,105484.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,24000.0
2015,Associate Professor,15000.0
2016,Associate Professor,15000.0
2017,Associate Professor,15000.0
2018,Associate Professor,15000.0
2019,Associate Professor,15000.0
2020,Associate Professor,15000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,69156.0
2016,Assistant Professor,72053.91
2017,Assistant Professor,72054.0
2018,Assistant Professor,77413.0
2019,Assistant Professor,80141.0
2020,Associate Professor,87554.0
2015,Associate Professor,102000.0
2016,Associate Professor,68738.84
2017,Associate Professor,75788.0
2018,Associate Professor,97265.0
2019,Associate Professor,140403.0
2020,Professor,239475.0
2015,Associate Professor,70000.0
2015,Associate Professor,70000.0
2016,Associate Professor,70000.0
2016,Associate Professor,70000.0
2017,Associate Professor,70000.0
2017,Associate Professor,70000.0
2018,Associate Professor,70000.0
2018,Associate Professor,70000.0
2015,Professor,40000.0
2016,Professor,40000.0
2017,Professor,40000.0
2018,Professor,40000.0
2019,Professor,40000.0
2020,Professor,40000.0
2015,Professor,145478.0
2016,Professor,150494.84
2017,Professor,150495.0
2018,Professor,158111.0
2019,Professor,162134.0
2020,Professor,162134.0
2015,Professor,105934.0
2016,Professor,84883.0
2017,Professor,109810.0
2018,Professor,115376.0
2019,Professor,118589.0
2020,Professor,91670.0
2016,Associate Professor,86711.83
2017,Associate Professor,86712.0
2018,Associate Professor,91750.0
2019,Associate Professor,94486.0
2020,Associate Professor,94486.0
2015,Associate Professor,83134.0
2015,Professor,32543.0
2016,Professor,32543.0
2017,Professor,28000.0
2018,Professor,28000.0
2019,Professor,28000.0
2020,Professor,28000.0
2015,Professor,183413.0
2016,Professor,189500.22
2017,Professor,189500.0
2018,Professor,198029.0
2019,Professor,202932.0
2020,Professor,202932.0
2015,Assistant Professor,27900.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2015,Assistant Professor,21000.0
2016,Assistant Professor,21000.0
2017,Assistant Professor,21000.0
2018,Assistant Professor,21000.0
2019,Assistant Professor,21000.0
2020,Assistant Professor,21000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,27000.0
2019,Associate Professor,89236.0
2020,Associate Professor,84774.0
2015,Assistant Professor,27000.0
2016,Assistant Professor,27000.0
2017,Assistant Professor,27000.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2015,Associate Professor,199700.0
2016,Associate Professor,199700.0
2017,Associate Professor,199700.0
2018,Associate Professor,35000.0
2019,Associate Professor,40000.0
2020,Associate Professor,40000.0
2015,Associate Professor,118345.0
2016,Associate Professor,119528.0
2017,Associate Professor,125492.0
2018,Associate Professor,125492.0
2019,Associate Professor,128002.0
2015,Assistant Professor,27000.0
2016,Assistant Professor,27000.0
2017,Assistant Professor,27000.0
2018,Assistant Professor,27000.0
2019,Assistant Professor,27000.0
2020,Assistant Professor,27000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,17400.0
2019,Assistant Professor,17400.0
2020,Assistant Professor,17400.0
2017,Assistant Professor,104000.0
2018,Assistant Professor,106425.0
2019,Assistant Professor,108398.0
2020,Assistant Professor,108398.0
2015,Professor,108239.0
2016,Professor,111719.61
2017,Professor,111720.0
2018,Professor,117031.0
2019,Professor,120035.0
2020,Professor,120035.0
2015,Associate Professor,148561.0
2016,Associate Professor,153669.36
2017,Associate Professor,153669.0
2018,Associate Professor,160966.0
2019,Associate Professor,164922.0
2020,Associate Professor,164922.0
2015,Associate Professor,30000.0
2016,Associate Professor,30000.0
2017,Associate Professor,30000.0
2018,Associate Professor,30000.0
2019,Associate Professor,30000.0
2020,Associate Professor,30000.0
2016,Assistant Professor,137285.0
2017,Associate Professor,137285.0
2018,Associate Professor,137285.0
2019,Associate Professor,137285.0
2020,Associate Professor,130421.0
2015,Assistant Professor,137285.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Associate Professor,27000.0
2017,Assistant Professor,67000.0
2018,Assistant Professor,69397.0
2019,Assistant Professor,71850.0
2020,Assistant Professor,71850.0
2015,Assistant Professor,59082.0
2016,Assistant Professor,62196.41
2017,Assistant Professor,62196.0
2018,Assistant Professor,66721.0
2019,Associate Professor,74844.0
2020,Associate Professor,74844.0
2017,Assistant Professor,70000.0
2018,Associate Professor,81103.0
2019,Associate Professor,83853.0
2020,Associate Professor,83853.0
2019,Assistant Professor,77409.0
2020,Assistant Professor,77409.0
2015,Assistant Professor,67233.0
2016,Assistant Professor,70751.65
2017,Assistant Professor,70752.0
2018,Assistant Professor,75787.0
2019,Associate Professor,85779.0
2020,Associate Professor,85779.0
2015,Associate Professor,107325.0
2016,Associate Professor,108398.0
2017,Associate Professor,108398.0
2018,Associate Professor,108398.0
2019,Associate Professor,109482.0
2020,Associate Professor,104008.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Professor,151997.0
2016,Professor,154428.59
2017,Professor,156745.0
2018,Professor,121164.0
2019,Professor,159096.0
2020,Professor,151141.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Professor,60000.0
2016,Professor,60000.0
2017,Professor,60000.0
2018,Professor,60000.0
2019,Professor,60000.0
2020,Professor,58500.0
2016,Assistant Professor,72210.0
2017,Assistant Professor,27000.0
2018,Assistant Professor,94833.0
2019,Assistant Professor,81593.0
2020,Assistant Professor,139333.0
2015,Assistant Professor,72210.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2016,Assistant Professor,71741.27
2017,Assistant Professor,71741.0
2018,Associate Professor,82835.0
2019,Associate Professor,85395.0
2020,Associate Professor,85395.0
2015,Assistant Professor,68900.0
2019,Assistant Professor,70500.0
2020,Assistant Professor,70500.0
2015,Professor,22922.0
2016,Professor,22922.0
2017,Professor,24450.0
2018,Professor,24450.0
2019,Professor,24450.0
2020,Professor,30563.0
2015,Assistant Professor,44700.0
2016,Assistant Professor,44700.0
2017,Assistant Professor,44700.0
2018,Assistant Professor,44700.0
2019,Assistant Professor,44700.0
2020,Assistant Professor,44700.0
2015,Associate Professor,73429.0
2016,Associate Professor,74986.78
2017,Associate Professor,74987.0
2018,Associate Professor,77858.0
2019,Associate Professor,79545.0
2020,Associate Professor,79545.0
2015,Associate Professor,81000.0
2016,Associate Professor,84228.0
2017,Associate Professor,84228.0
2018,Associate Professor,89412.0
2019,Associate Professor,92232.0
2020,Associate Professor,92232.0
2016,Associate Professor,35000.0
2017,Associate Professor,35000.0
2018,Associate Professor,35000.0
2019,Associate Professor,35000.0
2020,Professor,35000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2017,Assistant Professor,91407.0
2018,Assistant Professor,93692.0
2019,Assistant Professor,95566.0
2020,Associate Professor,90788.0
2015,Associate Professor,82893.0
2016,Associate Professor,86797.18
2017,Associate Professor,86797.0
2018,Professor,101950.0
2019,Professor,105815.0
2020,Professor,105815.0
2018,Assistant Professor,128168.0
2019,Assistant Professor,132595.0
2020,Assistant Professor,132595.0
2016,Assistant Professor,27000.0
2017,Assistant Professor,27000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Associate Professor,35000.0
2016,Associate Professor,35000.0
2017,Associate Professor,35000.0
2018,Associate Professor,35000.0
2019,Associate Professor,35000.0
2020,Associate Professor,35000.0
2019,Assistant Professor,102500.0
2020,Assistant Professor,97375.0
2018,Assistant Professor,33760.0
2019,Assistant Professor,33760.0
2020,Assistant Professor,33760.0
2015,Professor,50100.0
2016,Professor,50100.0
2017,Professor,50100.0
2018,Professor,50100.0
2019,Professor,40080.0
2020,Professor,39078.0
2018,Assistant Professor,86000.0
2019,Assistant Professor,88629.0
2020,Assistant Professor,93000.0
2015,Professor,130760.0
2016,Professor,135990.4
2017,Professor,135990.0
2018,Professor,118486.0
2019,Professor,121505.0
2020,Professor,121505.0
2015,Professor,103793.0
2016,Professor,106182.62
2017,Professor,106183.0
2018,Professor,110915.0
2019,Professor,113983.0
2020,Professor,127520.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,30000.0
2016,Assistant Professor,30000.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2019,Associate Professor,35000.0
2020,Associate Professor,72000.0
2015,Assistant Professor,63438.0
2016,Assistant Professor,66136.92
2017,Assistant Professor,66137.0
2018,Assistant Professor,70228.0
2019,Assistant Professor,72560.0
2020,Assistant Professor,72560.0
2015,Professor,315381.0
2016,Professor,327996.0
2017,Professor,344396.0
2018,Professor,375000.0
2019,Professor,401250.0
2020,Professor,367946.0
2015,Associate Professor,77039.0
2016,Professor,88161.66
2017,Professor,88162.0
2018,Professor,93248.0
2019,Professor,96011.0
2020,Professor,96011.0
2015,Associate Professor,35000.0
2016,Associate Professor,35000.0
2017,Associate Professor,35000.0
2018,Associate Professor,35000.0
2019,Associate Professor,35000.0
2020,Associate Professor,35000.0
2015,Associate Professor,82674.0
2016,Professor,94037.96
2017,Professor,94038.0
2018,Professor,99542.0
2019,Professor,102441.0
2020,Professor,102441.0
2017,Assistant Professor,30000.0
2018,Assistant Professor,30000.0
2019,Assistant Professor,30000.0
2020,Assistant Professor,30000.0
2015,Assistant Professor,113549.0
2016,Assistant Professor,113548.79
2017,Assistant Professor,118658.0
2018,Assistant Professor,122218.0
2019,Assistant Professor,127718.0
2020,Assistant Professor,121332.0
2015,Professor,80689.0
2016,Professor,82706.0
2017,Professor,88000.0
2018,Professor,91000.0
2019,Professor,209244.0
2020,Professor,195714.0
2015,Assistant Professor,70000.0
2016,Assistant Professor,73098.0
2017,Assistant Professor,73098.0
2018,Assistant Professor,77874.0
2019,Assistant Professor,80487.0
2020,Assistant Professor,80487.0
2015,Associate Professor,75795.0
2016,Associate Professor,78278.89
2017,Associate Professor,78279.0
2018,Associate Professor,63839.0
2019,Associate Professor,85158.0
2020,Associate Professor,85158.0
2015,Assistant Professor,59796.0
2016,Assistant Professor,62559.31
2017,Assistant Professor,62559.0
2018,Assistant Professor,67042.0
2019,Associate Professor,75790.0
2020,Associate Professor,75790.0
2015,Professor,168238.0
2017,Professor,164072.0
